Account,ISIN,Short Name,PX_LAST,CRNCY,144A_FLAG,PRVT_PLACE,AMT_Issued,EXCHANGE RATE,Issue Size (USD mil),MARKET_SECTOR_DES,MTY_TYP,Bond Type,CPN_TYP,CPN_TYP_adj,IS_SUBORDINATED,CAPITAL_CONTINGENT_SECURITY,IS_CD,ULT_PARENT_CNTRY_OF_RISK,CNTRY_OF_RISK,Country Classification,INDUSTRY_SECTOR,INDUSTRY_GROUP,GUARANTOR_EQY_TICKER,Issuer_Parent_Eqy_Ticker,ULT_PARENT_TICKER_EXCHANGE,Issuer Ticker to Use,RTG_SP_LT_FC_ISSUER_CREDIT,RTG_MDY_LT_FC_DEBT_RATING,RTG_MOODY_LONG_TERM,ISSUER_RTG_MOODY_0,ISSUER_RTG_SP,ISSUER_RTG_MOODY,ISSUER Lowest Rating in S&P Equivalent,RTG_SP,RTG_MOODY,RTG_SP_adj,RTG_MOODY_adj,YAS_ISPREAD_TO_GOVT,DISC_MRGN_ASK,SPREAD,CALLED,CALLED_DT,Issue Lowest Rating in S&P Equivalent,Use Issue or Issuer Rating?,Rating to Use,Rating_Ranked,IG / NIG Indicator,Maturity,"Yrs to maturity 
(Perp = 30 yrs)",Tenor Bucket,Tenor Column,Tenor_Ranked,Indicative_LTV_1 @ IM,Pass Private Placement/144A check?,Pass ABS/CDO check?,Straight Bond ≥ 40% price / Perp ≥ 50% price?,Issue Size ≥ USD 100mil for sub IG and EM bond?,Approved CCY?,Approved Country of Risk?,Floating Coupon Adjustments (+LTV%),"ZCB (-5% LTV for 5-10Y, -10% LTV for >10Y)",Subs - if issuer rating <= issue rating OR if no issue rating then -10% LTV,BB+/ B/ B-/ NR Sovereign = +5% LTV,"800-1200= -10% LTV
1000-1200= -20% LTV
>1200 - no financing",Indicative_LTV_2 @ IM,FINAL_LTV @ IM,FINAL_LTV @ MC,FINAL_LTV @ SL,FINAL_HC @ IM,FINAL_HC @ MC,FINAL_HC @ SL,Warning Comments,System HC @ MC,Difference in HC,Review Comments
0,SGXF50149396,ASCENDAS REIT,97.224,SGD,N,N,300000000,1.3445,223.1312756,Corp,PERP/CALL,Perpetual,VARIABLE,Fixed,Y,#N/A Field Not Applicable,N,SG,SG,DM,Financial,REITS,#N/A Field Not Applicable,CLAR SP,NIL,CLAR SP,NIL,NIL,A3,A3,NIL,A3,A-,NIL,Baa2,NIL,Baa2,248.4695088,#N/A N/A,248.4695088,N,#N/A Field Not Applicable,BBB,Use Issue rating,BBB,09. BBB,IG,#N/A Field Not Applicable,30,<=10Y+,10,10. <=10Y+,0.7,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.7,0.7,0.735,0.77,0.3,0.265,0.23,,70%,-0.435,0
0,SGXF93037806,ASCOTT REIT MTN,101.56,SGD,N,N,120000000,1.3445,89.25251023,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,SG,SG,DM,Financial,REITS,CLAS SP,CLAS SP,NIL,CLAS SP,NIL,NIL,NIL,NIL,NIL,NIL,Unrated,NIL,NIL,NIL,NIL,80.41690396,#N/A Field Not Applicable,80.41690396,N,#N/A Field Not Applicable,Unrated,Use B-/B/B+ row,B-,22. Unrated,NIG,9/6/2028,4.526027397,<=5Y,5,05. <=5Y,0.3,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.3,0.3,0.315,0.33,0.7,0.685,0.67,,30%,0.385,0
0,XS1056732214,ASTANA FINANCE,#N/A N/A,USD,N,N,50000000,1,50,Corp,CALLABLE,Straight,ZERO COUPON,Zero Coupon,N,#N/A Field Not Applicable,N,KZ,KZ,EM,Financial,Diversified Finan Serv,#N/A Field Not Applicable,#N/A N/A,NIL,#N/A N/A,NIL,NIL,NIL,NIL,NIL,NIL,Unrated,NIL,NIL,NIL,NIL,#N/A N/A,#N/A Field Not Applicable,#N/A Field Not Applicable,N,#N/A Field Not Applicable,Unrated,Use B-/B/B+ row,B-,22. Unrated,NIG,12/22/2028,4.819178082,<=5Y,5,05. <=5Y,0.3,YES,YES,YES,NO,YES,YES,0,0,0,0,No LTV - No Spreads Data,0,0,0,0,1,1,1,"Last price #N/A, refer last price in Avaloq",0%,1,0
0,SGXF34882443,ASTLC 6 A1,#N/A N/A,SGD,N,N,#N/A Field Not Applicable,1.3445,#VALUE!,Mtge,#N/A Field Not Applicable,Straight,FIXED,Fixed,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,Mixed,EM,Asset Backed Securities,Other ABS,#N/A Field Not Applicable,#N/A Field Not Applicable,NIL,#N/A Field Not Applicable,NIL,NIL,NIL,NIL,NIL,NIL,Unrated,A+,NIL,A+,NIL,#N/A N/A,#N/A N/A,#N/A N/A,#N/A Field Not Applicable,#N/A Field Not Applicable,A+,Use Issue rating,A+,05. A+,IG,3/18/2031,7.054794521,<=8Y,8,08. <=8Y,0.8,YES,NO,YES,CHECK,YES,YES,0,0,0,0,No LTV - No Spreads Data,0,0,0,0,1,1,1,"Last price #N/A, refer last price in Avaloq",0%,1,0
0,XS1879223565,AT&T INC,94.313,GBP,N,N,750000000,0.7892,950.3294475,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Communications,Telecommunications,#N/A Field Not Applicable,T US,NIL,T US,BBB,NIL,Baa2,Baa2,BBB,Baa2,BBB,BBB,Baa2,BBB,Baa2,85.26195889,#N/A Field Not Applicable,85.26195889,N,#N/A Field Not Applicable,BBB,Use Issue rating,BBB,09. BBB,IG,12/4/2026,2.767123288,<=3Y,3,03. <=3Y,0.9,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.9,0.9,0.927,0.9405,0.1,0.073,0.0595,,90%,-0.827,0
0,US00206RKF81,AT&T INC,67.609,USD,N,N,1500000000,1,1500,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Communications,Telecommunications,#N/A Field Not Applicable,T US,NIL,T US,BBB,NIL,Baa2,Baa2,BBB,Baa2,BBB,BBB,Baa2,BBB,Baa2,115.4253272,#N/A Field Not Applicable,115.4253272,N,#N/A Field Not Applicable,BBB,Use Issue rating,BBB,09. BBB,IG,2/1/2061,36.95342466,<=10Y+,10,10. <=10Y+,0.7,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.7,0.7,0.735,0.77,0.3,0.265,0.23,,70%,-0.435,0
0,US00206RJZ64,AT&T INC,77.347,USD,N,N,2500000000,1,2500,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Communications,Telecommunications,#N/A Field Not Applicable,T US,NIL,T US,BBB,NIL,Baa2,Baa2,BBB,Baa2,BBB,BBB,Baa2,BBB,Baa2,107.4114251,#N/A Field Not Applicable,107.4114251,N,#N/A Field Not Applicable,BBB,Use Issue rating,BBB,09. BBB,IG,6/1/2041,17.26849315,<=10Y+,10,10. <=10Y+,0.7,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.7,0.7,0.735,0.77,0.3,0.265,0.23,,70%,-0.435,0
0,US00206RMN97,AT&T INC,70.927,USD,N,N,5923231000,1,5923.231,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Communications,Telecommunications,#N/A Field Not Applicable,T US,NIL,T US,BBB,NIL,Baa2,Baa2,BBB,Baa2,BBB,BBB,Baa2,BBB,Baa2,133.8780793,#N/A Field Not Applicable,133.8780793,N,#N/A Field Not Applicable,BBB,Use Issue rating,BBB,09. BBB,IG,12/1/2057,33.78082192,<=10Y+,10,10. <=10Y+,0.7,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.7,0.7,0.735,0.77,0.3,0.265,0.23,,70%,-0.435,0
0,AU3CB0256907,AT&T INC,98.594,AUD,N,N,300000000,1.5315,195.8863859,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Communications,Telecommunications,#N/A Field Not Applicable,T US,NIL,T US,BBB,NIL,Baa2,Baa2,BBB,Baa2,BBB,BBB,Baa2,BBB,Baa2,108.0130966,#N/A Field Not Applicable,108.0130966,N,#N/A Field Not Applicable,BBB,Use Issue rating,BBB,09. BBB,IG,1/19/2026,1.893150685,<=2Y,2,02. <=2Y,0.9,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.9,0.9,0.927,0.9405,0.1,0.073,0.0595,,90%,-0.827,0
0,US00206RCP55,AT&T INC,92.56,USD,N,N,2500000000,1,2500,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Communications,Telecommunications,#N/A Field Not Applicable,T US,NIL,T US,BBB,NIL,Baa2,Baa2,BBB,Baa2,BBB,BBB,Baa2,BBB,Baa2,106.8096495,#N/A Field Not Applicable,106.8096495,N,#N/A Field Not Applicable,BBB,Use Issue rating,BBB,09. BBB,IG,5/15/2035,11.21643836,<=10Y+,10,10. <=10Y+,0.7,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.7,0.7,0.735,0.77,0.3,0.265,0.23,,70%,-0.435,0
0,AU3CB0256915,AT&T INC,97.873,AUD,N,N,400000000,1.5315,261.1818479,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Communications,Telecommunications,#N/A Field Not Applicable,T US,NIL,T US,BBB,NIL,Baa2,Baa2,BBB,Baa2,BBB,BBB,Baa2,BBB,Baa2,135.2456325,#N/A Field Not Applicable,135.2456325,N,#N/A Field Not Applicable,BBB,Use Issue rating,BBB,09. BBB,IG,9/19/2028,4.561643836,<=5Y,5,05. <=5Y,0.85,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.85,0.85,0.8798,0.9095,0.15,0.1203,0.0905,,85%,-0.7297,0
0,US00206RDH21,AT&T INC,95.793,USD,N,N,1208505000,1,1208.505,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Communications,Telecommunications,#N/A Field Not Applicable,T US,NIL,T US,BBB,NIL,Baa2,Baa2,BBB,Baa2,BBB,BBB,Baa2,BBB,Baa2,101.6541907,#N/A Field Not Applicable,101.6541907,N,#N/A Field Not Applicable,BBB,Use Issue rating,BBB,09. BBB,IG,3/15/2042,18.05479452,<=10Y+,10,10. <=10Y+,0.7,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.7,0.7,0.735,0.77,0.3,0.265,0.23,,70%,-0.435,0
0,US00206RHA32,AT&T INC,93.005,USD,N,N,1749602000,1,1749.602,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Communications,Telecommunications,#N/A Field Not Applicable,T US,NIL,T US,BBB,NIL,Baa2,Baa2,BBB,Baa2,BBB,BBB,Baa2,BBB,Baa2,118.2910037,#N/A Field Not Applicable,118.2910037,N,#N/A Field Not Applicable,BBB,Use Issue rating,BBB,09. BBB,IG,11/15/2046,22.72876712,<=10Y+,10,10. <=10Y+,0.7,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.7,0.7,0.735,0.77,0.3,0.265,0.23,,70%,-0.435,0
0,US00206RDS85,AT&T INC,97.705,USD,N,N,2000000000,1,2000,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Communications,Telecommunications,#N/A Field Not Applicable,T US,NIL,T US,BBB,NIL,Baa2,Baa2,BBB,Baa2,BBB,BBB,Baa2,BBB,Baa2,111.500295,#N/A Field Not Applicable,111.500295,N,#N/A Field Not Applicable,BBB,Use Issue rating,BBB,09. BBB,IG,3/1/2047,23.01917808,<=10Y+,10,10. <=10Y+,0.7,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.7,0.7,0.735,0.77,0.3,0.265,0.23,,70%,-0.435,0
0,US00206RCU41,AT&T INC,101.025,USD,N,N,1500000000,1,1500,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Communications,Telecommunications,#N/A Field Not Applicable,T US,NIL,T US,BBB,NIL,Baa2,Baa2,BBB,Baa2,BBB,BBB,Baa2,BBB,Baa2,105.6955101,#N/A Field Not Applicable,105.6955101,N,#N/A Field Not Applicable,BBB,Use Issue rating,BBB,09. BBB,IG,2/15/2047,22.98082192,<=10Y+,10,10. <=10Y+,0.7,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.7,0.7,0.735,0.77,0.3,0.265,0.23,,70%,-0.435,0
0,US04686E2Q45,ATHENE GLOBAL FU,95.341,USD,N,N,300000000,1,300,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Financial,Insurance,#N/A Field Not Applicable,ATH US,NIL,ATH US,NIL,NIL,Baa1,Baa1,NIL,Baa1,BBB+,A+,A1,A+,A1,135.5311916,#N/A Field Not Applicable,135.5311916,N,#N/A Field Not Applicable,A+,Use Issue rating,A+,05. A+,IG,6/29/2025,1.334246575,<=2Y,2,02. <=2Y,0.95,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.95,0.95,0.9595,0.9709,0.05,0.0405,0.0291,,95%,-0.9095,0
0,US04686JAC53,ATHENE HOLDING,86.806,USD,N,N,500000000,1,500,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Financial,Insurance,#N/A Field Not Applicable,ATH US,NIL,ATH US,NIL,NIL,Baa1,Baa1,NIL,Baa1,BBB+,A-,Baa1,A-,Baa1,153.9392998,#N/A Field Not Applicable,153.9392998,N,#N/A Field Not Applicable,BBB+,Use Issue rating,BBB+,08. BBB+,IG,1/15/2031,6.884931507,<=7Y,7,07. <=7Y,0.8,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.8,0.8,0.84,0.88,0.2,0.16,0.12,,80%,-0.64,0
0,US04686JAF84,ATHENE HOLDING,104.86,USD,N,N,400000000,1,400,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,US,US,DM,Financial,Insurance,#N/A Field Not Applicable,ATH US,NIL,ATH US,NIL,NIL,Baa1,Baa1,NIL,Baa1,BBB+,A-,Baa1,A-,Baa1,163.4833282,#N/A Field Not Applicable,163.4833282,N,#N/A Field Not Applicable,BBB+,Use Issue rating,BBB+,08. BBB+,IG,2/1/2033,8.934246575,<=9Y,9,09. <=9Y,0.75,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.75,0.75,0.7875,0.825,0.25,0.2125,0.175,,75%,-0.5375,0
0,AU3CB0274173,AURIZON NETWORK,82.238,AUD,N,N,500000000,1.5315,326.4773098,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,AU,AU,DM,Industrial,Transportation,#N/A N/A,0838562D AU,NIL,0838562D AU,BBB+,NIL,Baa1,Baa1,BBB+,Baa1,BBB+,BBB+,Baa1,BBB+,Baa1,232.1510751,#N/A Field Not Applicable,232.1510751,N,#N/A Field Not Applicable,BBB+,Use Issue rating,BBB+,08. BBB+,IG,9/2/2030,6.515068493,<=7Y,7,07. <=7Y,0.8,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.8,0.8,0.84,0.88,0.2,0.16,0.12,,80%,-0.64,0
0,AU3CB0273563,AUSGRID FINANCE,90.837,AUD,N,N,750000000,1.5315,489.7159647,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,AU,AU,DM,Utilities,Electric,#N/A N/A,#N/A N/A,NIL,#N/A N/A,NIL,NIL,NIL,NIL,NIL,NIL,Unrated,BBB,Baa1,BBB,Baa1,148.6493119,#N/A Field Not Applicable,148.6493119,N,#N/A Field Not Applicable,BBB,Use Issue rating,BBB,09. BBB,IG,2/5/2027,2.939726027,<=3Y,3,03. <=3Y,0.9,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.9,0.9,0.927,0.9405,0.1,0.073,0.0595,,90%,-0.827,0
0,XS2212009000,AUSNET SERVICES,81.20983489,AUD,N,N,150000000,1.5315,97.94319295,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,CA,AU,DM,Utilities,Electric,#N/A N/A,#N/A N/A,NIL,#N/A N/A,NIL,NIL,NIL,NIL,NIL,NIL,Unrated,BBB+,Baa1,BBB+,Baa1,176.4395717,#N/A Field Not Applicable,176.4395717,N,#N/A Field Not Applicable,BBB+,Use Issue rating,BBB+,08. BBB+,IG,8/7/2030,6.443835616,<=7Y,7,07. <=7Y,0.8,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.8,0.8,0.84,0.88,0.2,0.16,0.12,,80%,-0.64,0
0,XS2095795881,AUST & NZ BANK,58.167,AUD,N,N,265000000,1.5315,173.0329742,Corp,AT MATURITY,Straight,FIXED,Fixed,Y,#N/A Field Not Applicable,N,AU,AU,DM,Financial,Banks,#N/A Field Not Applicable,AN3 AU,NIL,AN3 AU,AA-,NIL,NIL,NIL,AA-,NIL,AA-,BBB+,Baa1,BBB+,Baa1,364.423933,#N/A Field Not Applicable,364.423933,N,#N/A Field Not Applicable,BBB+,Use Issue rating,BBB+,08. BBB+,IG,12/20/2039,15.81917808,<=10Y+,10,10. <=10Y+,0.7,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.7,0.7,0.735,0.77,0.3,0.265,0.23,,70%,-0.435,0
0,USQ0426RND62,AUST & NZ BANK,97.146,USD,N,N,1500000000,1,1500,Corp,AT MATURITY,Straight,FIXED,Fixed,Y,#N/A Field Not Applicable,N,AU,AU,DM,Financial,Banks,#N/A Field Not Applicable,AN3 AU,NIL,AN3 AU,AA-,NIL,NIL,NIL,AA-,NIL,AA-,BBB+,Baa1,BBB+,Baa1,115.268728,#N/A Field Not Applicable,115.268728,N,#N/A Field Not Applicable,BBB+,Use Issue rating,BBB+,08. BBB+,IG,5/19/2026,2.221917808,<=3Y,3,03. <=3Y,0.9,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.9,0.9,0.927,0.9405,0.1,0.073,0.0595,,90%,-0.827,0
0,AU3CB0289221,AUST & NZ BANK,99.319,AUD,N,N,1000000000,1.5315,652.9546197,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,AU,AU,DM,Financial,Banks,#N/A Field Not Applicable,AN3 AU,NIL,AN3 AU,AA-,NIL,NIL,NIL,AA-,NIL,AA-,AA-,Aa3,AA-,Aa3,66.72151351,#N/A Field Not Applicable,66.72151351,N,#N/A Field Not Applicable,AA-,Use Issue rating,AA-,04. AA-,IG,5/12/2025,1.202739726,<=2Y,2,02. <=2Y,0.95,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.95,0.95,0.9595,0.9709,0.05,0.0405,0.0291,,95%,-0.9095,0
0,AU3CB0298354,AUST & NZ BANK,98.973,AUD,N,N,500000000,1.5315,326.4773098,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,AU,AU,DM,Financial,Banks,#N/A Field Not Applicable,AN3 AU,NIL,AN3 AU,AA-,NIL,NIL,NIL,AA-,NIL,AA-,AA-,Aa3,AA-,Aa3,101.8968784,#N/A Field Not Applicable,101.8968784,N,#N/A Field Not Applicable,AA-,Use Issue rating,AA-,04. AA-,IG,3/31/2028,4.090410959,<=5Y,5,05. <=5Y,0.85,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.85,0.85,0.8798,0.9095,0.15,0.1203,0.0905,,85%,-0.7297,0
0,US05254JAA88,AUST & NZ BK NY,100.035,USD,N,N,1250000000,1,1250,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,AU,AU,DM,Financial,Banks,#N/A Field Not Applicable,AN3 AU,NIL,AN3 AU,AA-,NIL,NIL,NIL,AA-,NIL,AA-,AA-,Aa3,AA-,Aa3,30.632897,#N/A Field Not Applicable,30.632897,N,#N/A Field Not Applicable,AA-,Use Issue rating,AA-,04. AA-,IG,12/8/2025,1.778082192,<=2Y,2,02. <=2Y,0.95,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.95,0.95,0.9595,0.9709,0.05,0.0405,0.0291,,95%,-0.9095,0
0,XS2181348405,AVIVA PLC,81.031,GBP,N,N,500000000,0.7892,633.552965,Corp,CALLABLE,Straight,VARIABLE,Fixed,Y,#N/A Field Not Applicable,N,GB,GB,DM,Financial,Insurance,#N/A Field Not Applicable,AV/ LN,NIL,AV/ LN,A,NIL,A2,A2,A,A2,A,NIL,A3,NIL,A3,301.8845997,#N/A N/A,301.8845997,N,#N/A Field Not Applicable,A-,Use Issue rating,A-,07. A-,IG,6/3/2055,31.28219178,<=10Y+,10,10. <=10Y+,0.75,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.75,0.75,0.7875,0.825,0.25,0.2125,0.175,,75%,-0.5375,0
0,USG0686BAK55,AVOLON HDGS,96.401,USD,N,N,1000000000,1,1000,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,CN,IE,DM,Financial,Diversified Finan Serv,#N/A N/A,000415 CH,NIL,000415 CH,NIL,NIL,NIL,NIL,NIL,NIL,Unrated,BBB-,Baa3,BBB-,Baa3,141.7570675,#N/A Field Not Applicable,141.7570675,N,#N/A Field Not Applicable,BBB-,Use Issue rating,BBB-,10. BBB-,IG,4/15/2026,2.128767123,<=3Y,3,03. <=3Y,0.85,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.85,0.85,0.8798,0.9095,0.15,0.1203,0.0905,,85%,-0.7297,0
0,US054536AA57,AXA SA,118.167,USD,N,N,1250000000,1,1250,Corp,AT MATURITY,Straight,FIXED,Fixed,Y,#N/A Field Not Applicable,N,FR,FR,DM,Financial,Insurance,#N/A Field Not Applicable,CS FP,NIL,CS FP,A+,NIL,Aa3,Aa3,A+,Aa3,A+,A-,A2,A-,A2,104.6373849,#N/A Field Not Applicable,104.6373849,N,#N/A Field Not Applicable,A-,Use Issue rating,A-,07. A-,IG,12/15/2030,6.8,<=7Y,7,07. <=7Y,0.8,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.8,0.8,0.84,0.88,0.2,0.16,0.12,,80%,-0.64,0
0,USV04008AA29,AZR PWR SLR ENG,99.033,USD,N,N,350101000,1,350.101,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,CA,IN,EM,Energy,Energy-Alternate Sources,AZREF US,AZREF US,NIL,AZREF US,NIL,NIL,NIL,NIL,NIL,NIL,Unrated,NIL,WR,NIL,NIL,174.7287367,#N/A Field Not Applicable,174.7287367,N,#N/A Field Not Applicable,Unrated,Use B-/B/B+ row,B-,22. Unrated,NIG,12/24/2024,0.821917808,<=1Y,1,01. <=1Y,0.4,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.4,0.4,0.42,0.44,0.6,0.58,0.56,,40%,0.18,0
0,US05971BAG41,BANCO PACTUAL/KY,94.674,USD,N,N,500000000,1,500,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,BR,BR,EM,Financial,Diversified Finan Serv,#N/A Field Not Applicable,BPAC11 BZ,NIL,BPAC11 BZ,BB,NIL,NIL,NIL,BB,NIL,BB,NIL,Ba2,NIL,Ba2,105.9340492,#N/A Field Not Applicable,105.9340492,N,#N/A Field Not Applicable,BB,Use Issue rating,BB,12. BB,NIG,1/11/2026,1.871232877,<=2Y,2,02. <=2Y,0.75,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.75,0.75,0.7875,0.825,0.25,0.2125,0.175,,75%,-0.5375,0
0,USP09252AK62,BANCO DE BOGOTA,99.024,USD,N,N,1100000000,1,1100,Corp,AT MATURITY,Straight,FIXED,Fixed,Y,#N/A Field Not Applicable,N,CO,CO,EM,Financial,Banks,#N/A Field Not Applicable,BOGOTA CB,NIL,BOGOTA CB,BB+,NIL,NIL,NIL,BB+,NIL,BB+,NIL,Ba2,NIL,Ba2,209.4536153,#N/A Field Not Applicable,209.4536153,N,#N/A Field Not Applicable,BB,Use Issue rating,BB,12. BB,NIG,5/12/2026,2.202739726,<=3Y,3,03. <=3Y,0.7,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.7,0.7,0.735,0.77,0.3,0.265,0.23,,70%,-0.435,0
0,XS2748853194,BANCO SANTANDER,99.507,GBP,N,N,600000000,0.7892,760.263558,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,ES,ES,DM,Financial,Banks,#N/A Field Not Applicable,SAN SM,NIL,SAN SM,A+,NIL,NIL,NIL,A+,NIL,A+,A+,A2,A+,A2,135.9171015,#N/A Field Not Applicable,135.9171015,N,#N/A Field Not Applicable,A,Use Issue rating,A,06. A,IG,1/17/2031,6.890410959,<=7Y,7,07. <=7Y,0.8,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.8,0.8,0.84,0.88,0.2,0.16,0.12,,80%,-0.64,0
0,AU3CB0306140,BANCO SANTANDER,101.956,AUD,N,N,250000000,1.5315,163.2386549,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,ES,ES,DM,Financial,Banks,#N/A Field Not Applicable,SAN SM,NIL,SAN SM,A+,NIL,NIL,NIL,A+,NIL,A+,A-,Baa1,A-,Baa1,215.9214886,#N/A Field Not Applicable,215.9214886,N,#N/A Field Not Applicable,BBB+,Use Issue rating,BBB+,08. BBB+,IG,1/23/2031,6.906849315,<=7Y,7,07. <=7Y,0.8,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.8,0.8,0.84,0.88,0.2,0.16,0.12,,80%,-0.64,0
0,USY06072AF24,BANGKOK BANK/HK,100.27,USD,N,N,750000000,1,750,Corp,CALLABLE,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,TH,TH,EM,Financial,Banks,#N/A Field Not Applicable,BBL TB,NIL,BBL TB,BBB+,NIL,NIL,NIL,BBB+,NIL,BBB+,BBB+,Baa1,BBB+,Baa1,116.6602546,#N/A Field Not Applicable,116.6602546,N,#N/A Field Not Applicable,BBB+,Use Issue rating,BBB+,08. BBB+,IG,9/21/2033,9.569863014,<=10Y+,10,10. <=10Y+,0.7,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.7,0.7,0.735,0.77,0.3,0.265,0.23,,70%,-0.435,0
0,USY0606WBQ25,BANGKOK BANK/HK,114.215,USD,N,N,449825000,1,449.825,Corp,AT MATURITY,Straight,FIXED,Fixed,Y,#N/A Field Not Applicable,N,TH,TH,EM,Financial,Banks,#N/A Field Not Applicable,BBL TB,NIL,BBL TB,BBB+,NIL,NIL,NIL,BBB+,NIL,BBB+,BBB,Baa2,BBB,Baa2,143.6877658,#N/A Field Not Applicable,143.6877658,N,#N/A Field Not Applicable,BBB,Use Issue rating,BBB,09. BBB,IG,3/15/2029,5.046575342,<=6Y,6,06. <=6Y,0.8,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.8,0.8,0.84,0.88,0.2,0.16,0.12,,80%,-0.64,0
0,XS2169280919,BANK MANDIRI PT,99.011,USD,N,N,500000000,1,500,Corp,AT MATURITY,Straight,FIXED,Fixed,N,#N/A Field Not Applicable,N,ID,ID,EM,Financial,Banks,#N/A Field Not Applicable,BMRI IJ,NIL,BMRI IJ,BBB,NIL,NIL,NIL,BBB,NIL,BBB,NIL,Baa2,NIL,Baa2,66.29116015,#N/A Field Not Applicable,66.29116015,N,#N/A Field Not Applicable,BBB,Use Issue rating,BBB,09. BBB,IG,5/13/2025,1.205479452,<=2Y,2,02. <=2Y,0.9,YES,YES,YES,YES,YES,YES,0,0,0,0,0,0.9,0.9,0.927,0.9405,0.1,0.073,0.0595,,90%,-0.827,0
