Sample Checking,ISIN,Ticker,Quantity,Name,Last ClosePrice,Takara UMD 0408 LCP,Currency,Takara UMD 0408 CCY, Listed Exchange ,Section,Takara Prim Exchange,Market Cap USD,Takara UMD 0408 CUR_MKT_CAP,CUR_MKT_CAP in USD Million, Equity Shares Outstanding Mio ,Takara UMD 0408 EQY_SH_OUT,EQY_SH_OUT IN MIL, vol_260d_cal ,Takara UMD 0416 vol_260d_calc,3M Volume,Takara UMD 0408  VOLUME_AVG_3M,Average Traded Value_3M (USD),Takara UMD 0408  AVG_DAILY_VALUE_TRADED_3M,AVG_DAILY_VALUE_TRADED_3M in USD,HC Formula (%),HC Bucketing (%),HC mcap (%),"HC Max(HCmcap,formula) (%)",Penny stock penalty (if any),Full Equity Financing,Equity Financing up to LP10, Market Value USD , Full Equity Collateral Value USD , Collateral Value USD 
,CNE000000DX2,900917 CH,"130,100",SHANGHAI HAIXIN GROUP CO-B,0.298,,USD,, Shanghai ,#N/A Field Not Applicable,CG,726 Million,,, 468.85 ,,, 24.83 ,,"381,659",,"117,514",,,12.94%,52.75%,21.25%,52.75%,84.25%,0%,0%," 38,770 ", -   , -   
,CNE0000004L1,900909 CH,"230,315",SHANGHAI HUAYI GROUP CORP -B,0.435,,USD,, Shanghai ,#N/A Field Not Applicable,CG,"1,737 Million",,, 243.10 ,,, 20.80 ,,"337,815",,"144,822",,,11.98%,31.75%,21.25%,31.75%,42.25%,0%,0%," 100,187 ", -   , -   
,CNE000000941,900911 CH,"3,499,983",SHANGHAI JINQIAO EXPORT PR-B,0.941,,USD,, Shanghai ,#N/A Field Not Applicable,CG,"1,652 Million",,, 272.18 ,,, 22.36 ,,"935,691",,"859,358",,,19.74%,31.75%,21.25%,31.75%,42.25%,0%,0%," 3,293,484 ", -   , -   
,US88630M1045,TPIY US,"1,400,798",TIANYIN PHARMACEUTICAL CO IN,#N/A N/A,,USD,, #N/A Field Not Applicable ,#N/A Field Not Applicable,#N/A,,,, 29.43 ,,, #N/A N/A ,,#N/A N/A,,,,,0.%,21.25%,21.25%,21.25%,#VALUE!,0%,0%, -   , -   , -   
,CA08665B1040,HOU CT,45,BETAPRO CR OIL 2X DAILY BULL,15.13,,CAD,, Toronto ,#N/A Field Not Applicable,CT,72 Million,,, 6.34 ,,, 62.74 ,,"991,849",,"9,283,655",,,28.12%,100.%,31.75%,100.%,#N/A,0%,0%, 502 , -   , -   
,CNE1000003R8,323 HK,"3,095,616",MAANSHAN IRON & STEEL-H,1.2,,HKD,, Hong Kong ,#N/A Field Not Applicable,HK,"2,399 Million",,," 1,732.93 ",,, 34.19 ,,"2,751,161",,"415,184",,,20.74%,31.75%,21.25%,31.75%,31.75%,65%,55%," 474,939 "," 308,711 "," 261,217 "
,JP3528450004,6915 JP,"22,200",CHIYODA INTEGRE CO LTD,2638,,JPY,, Tokyo ,Tokyo Standard,,220 Million,,, 11.63 ,,, 22.79 ,,"13,810",,"271,917",,,15.63%,94.75%,21.25%,94.75%,94.75%,5%,0%," 389,437 "," 19,472 ", -   
,TH0013010010,IFCT/F TB,"700,000",INDUSTRIAL FINANCE-FOREIGN,#N/A N/A,,THB,, #N/A Field Not Applicable ,#N/A Field Not Applicable,#N/A,,,, #N/A N/A ,,, #N/A N/A ,,#N/A N/A,,,,,0.%,21.25%,21.25%,21.25%,#VALUE!,0%,0%, -   , -   , -   
,JP3292200007,6473 JP,"10,000",JTEKT CORP,1385,,JPY,, Tokyo ,Tokyo Prime,,"3,457 Million",,, 343.29 ,,, 30.57 ,,"1,114,462",,"10,681,098",,,14.86%,31.75%,21.25%,31.75%,31.75%,65%,65%," 92,100 "," 59,865 "," 59,865 "
,JP3902400005,6503 JP,"10,000",MITSUBISHI ELECTRIC CORP,2474,,JPY,, Tokyo ,Tokyo Prime,,"38,990 Million",,," 2,147.20 ",,, 28.48 ,,"6,053,112",,"96,673,827",,,13.92%,21.25%,21.25%,21.25%,21.25%,75%,75%," 164,517 "," 123,387 "," 123,387 "
,JP3657400002,7731 JP,"20,000",NIKON CORP,1575.5,,JPY,, Tokyo ,Tokyo Prime,,"4,047 Million",,, 351.48 ,,, 32.08 ,,"2,283,870",,"24,510,604",,,15.53%,31.75%,21.25%,31.75%,31.75%,65%,65%," 209,536 "," 136,198 "," 136,198 "
,JP3197600004,4528 JP,"50,000",ONO PHARMACEUTICAL CO LTD,2515,,JPY,, Tokyo ,Tokyo Prime,,"9,331 Million",,, 517.43 ,,, 23.27 ,,"2,003,815",,"36,268,899",,,11.52%,21.25%,21.25%,21.25%,21.25%,75%,75%," 836,215 "," 627,161 "," 627,161 "
,JP3317500001,4761 JT,"10,000",SAKURA KCS CORP,939,,JPY,, Tokyo ,Tokyo Standard,,76 Million,,, 11.20 ,,, 16.39 ,,"6,342",,"41,719",,,11.46%,100.%,21.25%,100.%,100.%,0%,0%," 62,442 ", -   , -   
,JP3372500003,7120 JT,"35,000",SHINKO INC,2183,,JPY,, Tokyo ,Tokyo Standard,,29 Million,,, 1.83 ,,, 48.48 ,,"7,660",,"121,273",,,40.02%,100.%,42.25%,100.%,100.%,0%,0%," 508,080 ", -   , -   
,JP3401400001,4005 JP,"62,000",SUMITOMO CHEMICAL CO LTD,330.8,,JPY,, Tokyo ,Tokyo Prime,,"3,964 Million",,," 1,656.45 ",,, 25.86 ,,"21,647,360",,"49,744,141",,,12.72%,31.75%,21.25%,31.75%,31.75%,65%,65%," 136,385 "," 88,650 "," 88,650 "
,JP3409800004,1911 JP,"10,000",SUMITOMO FORESTRY CO LTD,4212,,JPY,, Tokyo ,Tokyo Prime,,"6,440 Million",,, 206.06 ,,, 31.33 ,,"1,143,852",,"35,218,399",,,15.2%,21.25%,21.25%,21.25%,21.25%,75%,75%," 280,090 "," 210,068 "," 210,068 "
,JP3105340008,7373 JT,"45,000",AIDMA HOLDINGS INC,1772,,JPY,, Tokyo ,Tokyo Growth,,191 Million,,, 15.23 ,,, 55.42 ,,"101,717",,"1,397,473",,,27.27%,100.%,31.75%,100.%,100.%,0%,0%," 530,257 ", -   , -   
,JP3167730005,145A JT,500,L IS B CORP,#N/A N/A,,JPY,, Tokyo ,#N/A Field Not Applicable,,,,, #N/A N/A ,,, #N/A N/A ,,#N/A N/A,,,,,0.%,21.25%,21.25%,21.25%,#VALUE!,0%,0%, -   , -   , -   
,KYG2157Q1029,2128 HK,"300,000",CHINA LESSO GROUP HOLDINGS L,4.01,,HKD,, Hong Kong ,#N/A Field Not Applicable,HK,"1,556 Million",,," 3,102.42 ",,, 49.45 ,,"5,409,787",,"2,548,558",,,22.91%,31.75%,26.5%,31.75%,31.75%,65%,65%," 153,807 "," 99,974 "," 99,974 "
,HK0000525649,7522 HK,"700,000",CHINAAMC NASDAQ-100 D-2I-HKD,1.036,,HKD,, Hong Kong ,#N/A Field Not Applicable,HK,33 Million,,, 247.00 ,,, 33.01 ,,"3,393,543",,"468,877",,,16.24%,100.%,21.25%,100.%,100.%,0%,0%," 92,719 ", -   , -   
,HK2356013600,2356 HK,"250,000",DAH SING BANKING GROUP LTD,5.18,,HKD,, Hong Kong ,#N/A Field Not Applicable,HK,928 Million,,," 1,405.75 ",,, 23.53 ,,"402,721",,"254,179",,,13.24%,52.75%,21.25%,52.75%,52.75%,45%,45%," 165,569 "," 74,506 "," 74,506 "
,HK0160011786,160 HK,"1,221,000",HON KWOK LAND INVESTMENT,1.45,,HKD,, Hong Kong ,#N/A Field Not Applicable,HK,128 Million,,, 720.43 ,,, 32.47 ,,"72,707",,"12,938",,,44.99%,100.%,47.5%,100.%,100.%,0%,0%," 226,357 ", -   , -   
,CNE100001ZS2,1528 HK,"1,145,000",RED STAR MACALLINE GROUP C-H,1.69,,HKD,, Hong Kong ,#N/A Field Not Applicable,#N/A,"1,896 Million",,, 741.29 ,,, 30.47 ,,"544,059",,"126,188",,,21.8%,31.75%,26.5%,31.75%,31.75%,65%,30%," 247,401 "," 160,811 "," 74,220 "
,US34955X1019,ASBN LX,"1,397",FORTEBANK JSC -SPON GDR REGS,#N/A N/A,,USD,, Luxembourg ,#N/A Field Not Applicable,#N/A,,,," 365,184.40 ",,, #N/A N/A ,,#N/A N/A,,,,,0.%,21.25%,21.25%,21.25%,#VALUE!,0%,0%, -   , -   , -   
,JP3868400007,7261 JP,"720,000",MAZDA MOTOR CORP,1714.5,,JPY,, Tokyo ,Tokyo Prime,,"7,971 Million",,, 631.80 ,,, 38.93 ,,"6,019,194",,"73,926,647",,,18.54%,21.25%,21.25%,21.25%,21.25%,75%,75%," 8,208,804 "," 6,156,603 "," 6,156,603 "
,JP3126210008,3036 JP,"3,000",ALCONIX CORP,1449,,JPY,, Tokyo ,Tokyo Prime,,330 Million,,, 31.04 ,,, 15.88 ,,"94,708",,"933,283",,,8.01%,73.75%,21.25%,73.75%,73.75%,25%,25%," 28,907 "," 7,227 "," 7,227 "
,JP3493400000,4631 JP,"2,000",DIC CORP,2865,,JPY,, Tokyo ,Tokyo Prime,,"1,982 Million",,, 95.16 ,,, 21.70 ,,"396,872",,"7,912,134",,,10.79%,31.75%,21.25%,31.75%,31.75%,65%,65%," 38,103 "," 24,767 "," 24,767 "
,JP3151600008,8088 JT,"1,000",IWATANI CORP,7799,,JPY,, Tokyo ,Tokyo Prime,,"3,315 Million",,, 58.56 ,,, 23.92 ,,"258,760",,"13,070,925",,,11.83%,31.75%,21.25%,31.75%,31.75%,65%,65%," 51,862 "," 33,710 "," 33,710 "
,JP3281610000,4251 JT,"2,500",KEIWA INC,1106,,JPY,, Tokyo ,Tokyo Prime,,155 Million,,, 19.27 ,,, 51.25 ,,"177,908",,"1,584,950",,,23.64%,100.%,26.5%,100.%,100.%,0%,0%," 18,387 ", -   , -   
,JP3888300005,4183 JP,"2,000",MITSUI CHEMICALS INC,4382,,JPY,, Tokyo ,Tokyo Prime,,"6,548 Million",,, 200.84 ,,, 25.69 ,,"802,383",,"24,268,288",,,12.64%,21.25%,21.25%,21.25%,21.25%,75%,75%," 58,279 "," 43,709 "," 43,709 "
,JP3888400003,5706 JP,"2,000",MITSUI MINING & SMELTING CO,4559,,JPY,, Tokyo ,Tokyo Prime,,"1,912 Million",,, 57.36 ,,, 30.47 ,,"523,540",,"16,868,877",,,14.82%,31.75%,21.25%,31.75%,31.75%,65%,65%," 60,633 "," 39,411 "," 39,411 "
,JP3651210001,6268 JP,"1,500",NABTESCO CORP,2627.5,,JPY,, Tokyo ,Tokyo Prime,,"2,294 Million",,, 121.06 ,,, 32.35 ,,"827,282",,"15,678,756",,,15.65%,31.75%,21.25%,31.75%,31.75%,65%,65%," 26,209 "," 17,036 "," 17,036 "
,JP3322600002,4651 JP,"14,000",SANIX INC,307,,JPY,, Tokyo ,Tokyo Standard,,108 Million,,, 48.92 ,,, 39.57 ,,"222,170",,"488,618",,,18.8%,100.%,21.25%,100.%,100.%,0%,0%," 28,581 ", -   , -   
,JP3105220002,8410 JP,"20,000",SEVEN BANK LTD,299.3,,JPY,, Tokyo ,Tokyo Prime,,"2,539 Million",,," 1,179.31 ",,, 18.63 ,,"4,916,127",,"10,607,702",,,9.34%,31.75%,21.25%,31.75%,31.75%,65%,65%," 39,806 "," 25,874 "," 25,874 "
,JP3535800001,4540 JP,"3,000",TSUMURA & CO,3658,,JPY,, Tokyo ,Tokyo Prime,,"2,090 Million",,, 76.76 ,,, 29.09 ,,"383,103",,"8,767,376",,,14.2%,31.75%,21.25%,31.75%,31.75%,65%,65%," 72,975 "," 47,434 "," 47,434 "
,JP3639100001,3087 JP,"3,000",DOUTOR NICHIRES HOLDINGS CO,2083,,JPY,, Tokyo ,Tokyo Prime,,685 Million,,, 45.61 ,,, 21.30 ,,"271,385",,"4,129,152",,,10.6%,52.75%,21.25%,52.75%,52.75%,45%,45%," 41,555 "," 18,700 "," 18,700 "
,CNE100003K61,1905 HK,"3,571",HAITONG UNITRUST INTERNATI-H,1.05,,HKD,, Hong Kong ,#N/A Field Not Applicable,HK,"1,117 Million",,," 5,794.45 ",,, 82.35 ,,"2,733,846",,"319,469",,,35.17%,31.75%,37.%,37.%,37.%,60%,60%, 479 , 288 , 288 
,JP3449100001,4626 JP,"3,200",TAIYO HOLDINGS CO LTD,3345,,JPY,, Tokyo ,Tokyo Prime,,"1,411 Million",,, 58.29 ,,, 30.29 ,,"128,320",,"2,925,051",,,14.73%,31.75%,21.25%,31.75%,31.75%,65%,65%," 71,180 "," 46,267 "," 46,267 "
,JP3122150000,3773 JP,"25,000",ADVANCED MEDIA INC,1688,,JPY,, Tokyo ,Tokyo Growth,,224 Million,,, 18.39 ,,, 48.03 ,,"128,877",,"1,709,796",,,22.66%,94.75%,26.5%,94.75%,94.75%,0%,0%," 280,622 ", -   , -   
,JP3164800009,7240 JP,"32,340",NOK CORP,2073.5,,JPY,, Tokyo ,Tokyo Prime,,"2,605 Million",,, 173.14 ,,, 34.08 ,,"486,742",,"7,017,113",,,16.42%,31.75%,21.25%,31.75%,31.75%,65%,65%," 445,917 "," 289,846 "," 289,846 "
,JP3433500000,6526 JT,"29,610",SOCIONEXT INC,3905,,JPY,, Tokyo ,Tokyo Prime,,"5,048 Million",,, 178.48 ,,, 67.85 ,,"18,707,360",,"457,897,909",,,30.03%,21.25%,31.75%,31.75%,31.75%,65%,65%," 768,899 "," 499,784 "," 499,784 "
,JP3567410000,1720 JP,"20,000",TOKYU CONSTRUCTION CO LTD,835,,JPY,, Tokyo ,Tokyo Prime,,646 Million,,, 106.76 ,,, 18.29 ,,"340,788",,"2,000,716",,,9.18%,52.75%,21.25%,52.75%,52.75%,45%,45%," 111,052 "," 49,973 "," 49,973 "
,JP3635400009,3116 JP,"63,400",TOYOTA BOSHOKU CORP,2501.5,,JPY,, Tokyo ,Tokyo Prime,,"3,435 Million",,, 187.67 ,,, 27.88 ,,"1,203,095",,"20,692,248",,,13.65%,31.75%,21.25%,31.75%,31.75%,65%,65%," 1,054,629 "," 685,509 "," 685,509 "
,JP3126130008,6425 JP,"5,000",UNIVERSAL ENTERTAINMENT CORP,1900,,JPY,, Tokyo ,Tokyo Standard,,"1,084 Million",,, 80.20 ,,, 40.43 ,,"397,080",,"5,949,013",,,19.16%,31.75%,21.25%,31.75%,31.75%,65%,65%," 63,173 "," 41,063 "," 41,063 "
,JP3944640006,9418 JP,"12,420",USEN-NEXT HOLDINGS CO LTD,5020,,JPY,, Tokyo ,Tokyo Prime,,"2,233 Million",,, 60.13 ,,, 30.58 ,,"232,395",,"7,350,377",,,14.86%,31.75%,21.25%,31.75%,31.75%,65%,65%," 414,606 "," 269,494 "," 269,494 "
,JP3659000008,9021 JP,"1,800",WEST JAPAN RAILWAY CO,6390,,JPY,, Tokyo ,Tokyo Prime,,"11,452 Million",,, 244.00 ,,, 19.52 ,,"1,055,110",,"46,732,624",,,9.76%,21.25%,21.25%,21.25%,21.25%,75%,75%," 76,486 "," 57,365 "," 57,365 "
,JP3942800008,7272 JP,"72,900",YAMAHA MOTOR CO LTD,1366.5,,JPY,, Tokyo ,Tokyo Prime,,"10,375 Million",,," 1,050.65 ",,, 28.14 ,,"5,661,062",,"55,330,828",,,13.76%,21.25%,21.25%,21.25%,21.25%,75%,75%," 662,441 "," 496,831 "," 496,831 "
,JP3219400003,8037 JT,"27,000",KAMEI CORP,2096,,JPY,, Tokyo ,Tokyo Prime,,565 Million,,, 37.59 ,,, 26.26 ,,"62,772",,"849,700",,,13.97%,52.75%,21.25%,52.75%,52.75%,45%,45%," 376,327 "," 169,347 "," 169,347 "
,JP3591600006,6617 JT,"15,000",TAKAOKA TOKO CO LTD,2446,,JPY,, Tokyo ,Tokyo Prime,,288 Million,,, 16.28 ,,, 30.75 ,,"78,572",,"1,322,325",,,15.16%,84.25%,21.25%,84.25%,84.25%,15%,15%," 243,982 "," 36,597 "," 36,597 "
,SGXZ53262598,EQOS UR,"10,000",EQONEX LTD,#N/A N/A,,USD,, #N/A Field Not Applicable ,#N/A Field Not Applicable,#N/A,,,, #N/A N/A ,,, #N/A N/A ,,#N/A N/A,,,,,0.%,21.25%,21.25%,21.25%,#VALUE!,0%,0%, -   , -   , -   
,BMG321571108,476 HK,"200,000",EV DYNAMICS HOLDINGS LIMITED,0.1,,HKD,, Hong Kong ,#N/A Field Not Applicable,HK,12 Million,,, 927.97 ,,, 79.83 ,,"990,446",,"16,586",,,34.82%,100.%,37.%,100.%,100.%,0%,0%," 2,557 ", -   , -   
,US88554D2053,DDD US,"9,800",3D SYSTEMS CORP,4.34,,USD,, New York ,#N/A Field Not Applicable,UN,580 Million,,, 133.62 ,,, 68.27 ,,"1,777,548",,"9,079,273",,,30.18%,52.75%,31.75%,52.75%,84.25%,15%,15%," 42,532 "," 6,380 "," 6,380 "
,NZATME0002S8,ATM NZ,"2,600",A2 MILK CO LTD,6.36,,NZD,, NZX ,#N/A Field Not Applicable,NZ,,,, 722.93 ,,, 32.73 ,,"587,455",,,,,0.%,21.25%,21.25%,21.25%,#N/A,0%,0%, -   , -   , -   
,US00827B1061,AFRM UW,900,AFFIRM HOLDINGS INC,34.21,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,"10,498 Million",,, 259.56 ,,, 88.58 ,,"3,108,574",,"133,748,240",,,37.26%,21.25%,42.25%,42.25%,42.25%,55%,55%," 30,789 "," 16,934 "," 16,934 "
,NZAIRE0001S2,AIR NZ,"3,000",AIR NEW ZEALAND LTD,0.595,,NZD,, NZX ,#N/A Field Not Applicable,NZ,,,," 3,368.43 ",,, 18.56 ,,"1,333,311",,,,,0.%,21.25%,21.25%,21.25%,#N/A,0%,0%, -   , -   , -   
,NL0015000DX5,ATAI US,"1,150",ATAI LIFE SCIENCES NV,1.67,,USD,, NASDAQ GM ,#N/A Field Not Applicable,UQ,277 Million,,, 166.01 ,,, 83.89 ,,"1,492,863",,"2,745,694",,,35.69%,84.25%,37.%,84.25%,100.%,0%,0%," 1,921 ", -   , -   
,US04965B1008,ATOM UN,700,ATOMERA INC,6,,USD,, NASDAQ CM ,#N/A Field Not Applicable,UR,161 Million,,, 26.90 ,,, 81.96 ,,"1,292",,"9,300",,,38.37%,100.%,42.25%,100.%,100.%,0%,0%," 4,200 ", -   , -   
,JP3394900009,6232 JT,"7,900",ACSL LTD,776,,JPY,, Tokyo ,Tokyo Growth,,82 Million,,, 14.60 ,,, 58.59 ,,"305,293",,"1,735,209",,,26.53%,100.%,31.75%,100.%,100.%,0%,0%," 40,766 ", -   , -   
,US10921T1016,BCOV UW,"3,500",BRIGHTCOVE,1.87,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,82 Million,,, 43.71 ,,, 52.03 ,,"72,469",,"161,801",,,23.95%,100.%,26.5%,100.%,100.%,0%,0%," 6,545 ", -   , -   
,US19260Q1076,COIN US,"1,060",COINBASE GLOBAL INC -CLASS A,239.62,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,"58,054 Million",,, 195.53 ,,, 80.89 ,,"15,318,526",,"2,682,156,544",,,34.67%,21.25%,37.%,37.%,37.%,60%,60%," 253,997 "," 152,398 "," 152,398 "
,US2107511030,TCS UN,"4,500",CONTAINER STORE GROUP INC/TH,1.01,,USD,, New York ,#N/A Field Not Applicable,UN,52 Million,,, 51.61 ,,, 91.35 ,,"66,840",,"98,733",,,38.17%,100.%,42.25%,100.%,100.%,0%,0%," 4,545 ", -   , -   
,US2786421030,EBAY US,700,EBAY INC,51.35,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,"26,599 Million",,, 518.00 ,,, 28.00 ,,"6,696,851",,"303,008,256",,,13.7%,21.25%,21.25%,21.25%,21.25%,75%,75%," 35,945 "," 26,959 "," 26,959 "
,CA2926717083,UUUU US,"4,000",ENERGY FUELS INC,6.06,,USD,, NYSEAmerican ,#N/A Field Not Applicable,CT,977 Million,,, 161.27 ,,, 50.02 ,,"2,930,935",,"20,397,334",,,23.14%,52.75%,26.5%,52.75%,84.25%,0%,0%," 24,240 ", -   , -   
,US30052C1071,EOLS UQ,400,EVOLUS INC,14,,USD,, NASDAQ GM ,#N/A Field Not Applicable,UQ,861 Million,,, 61.50 ,,, 55.36 ,,"196,479",,"2,491,456",,,25.27%,52.75%,26.5%,52.75%,52.75%,45%,45%," 5,600 "," 2,520 "," 2,520 "
,US31188V1008,FSLY US,"2,600",FASTLY INC - CLASS A,12.73,,USD,, New York ,#N/A Field Not Applicable,UN,"1,708 Million",,, 134.20 ,,, 77.18 ,,"3,973,893",,"68,230,952",,,33.38%,31.75%,37.%,37.%,37.%,60%,60%," 33,098 "," 19,859 "," 19,859 "
,NZFAPE0001S2,FPH NZ,"3,034",FISHER & PAYKEL HEALTHCARE C,23.98,,NZD,, NZX ,#N/A Field Not Applicable,NZ,,,, 583.96 ,,, 22.99 ,,"307,085",,,,,0.%,21.25%,21.25%,21.25%,#N/A,0%,0%, -   , -   , -   
,US4335392027,HIPO UN,200,HIPPO HOLDINGS INC,17.14,,USD,, New York ,#N/A Field Not Applicable,UN,417 Million,,, 24.31 ,,, 78.29 ,,"47,213",,"597,574",,,33.77%,63.25%,37.%,63.25%,63.25%,35%,35%," 3,428 "," 1,200 "," 1,200 "
,JP3845770001,6465 JP,"8,000",HOSHIZAKI CORP,5440,,JPY,, Tokyo ,Tokyo Prime,,"5,732 Million",,, 144.88 ,,, 23.13 ,,"364,440",,"13,691,774",,,11.46%,21.25%,21.25%,21.25%,21.25%,75%,75%," 289,400 "," 217,050 "," 217,050 "
,NZIFTE0003S3,IFT NZ,"1,000",INFRATIL LTD,10.52,,NZD,, NZX ,#N/A Field Not Applicable,NZ,,,, 832.57 ,,, 18.39 ,,"422,688",,,,,0.%,21.25%,21.25%,21.25%,#N/A,0%,0%, -   , -   , -   
,US46185L1035,NVTA US,"1,450",INVITAE CORP,#N/A N/A,,USD,, #N/A Field Not Applicable ,#N/A Field Not Applicable,UV,,,, #N/A N/A ,,, #N/A N/A ,,#N/A N/A,,,,,0.%,21.25%,21.25%,21.25%,#VALUE!,0%,0%, -   , -   , -   
,US4837091010,KNDI UW,"5,900",KANDI TECHNOLOGIES GROUP INC,2.29,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,200 Million,,, 87.36 ,,, 39.98 ,,"24,348",,"64,658",,,19.49%,94.75%,21.25%,94.75%,100.%,0%,0%," 13,511 ", -   , -   
,US54738L1098,LOVE UN,600,LOVESAC CO/THE,22.18,,USD,, NASDAQ GM ,#N/A Field Not Applicable,UQ,344 Million,,, 15.49 ,,, 57.21 ,,"2,892",,"69,385",,,26.45%,73.75%,26.5%,73.75%,73.75%,25%,25%," 13,308 "," 3,327 "," 3,327 "
,NZMELE0002S7,MEL NZ,"11,000",MERIDIAN ENERGY LTD,5.6,,NZD,, NZX ,#N/A Field Not Applicable,NZ,,,," 2,586.71 ",,, 25.54 ,,"1,048,425",,,,,0.%,21.25%,21.25%,21.25%,#N/A,0%,0%, -   , -   , -   
,US65487K1007,LASR US,500,NLIGHT INC,12.2,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,577 Million,,, 47.29 ,,, 54.31 ,,"179,925",,"2,363,291",,,24.86%,52.75%,26.5%,52.75%,52.75%,45%,45%," 6,100 "," 2,745 "," 2,745 "
,US7437131094,PRLB UN,"5,050",PROTO LABS INC,33.52,,USD,, New York ,#N/A Field Not Applicable,UN,862 Million,,, 25.72 ,,, 42.98 ,,"59,004",,"2,153,931",,,20.24%,52.75%,21.25%,52.75%,52.75%,45%,45%," 169,276 "," 76,174 "," 76,174 "
,NZRYME0001S4,RYM NZ,"4,000",RYMAN HEALTHCARE LTD,4.59,,NZD,, NZX ,#N/A Field Not Applicable,NZ,,,, 687.64 ,,, 28.28 ,,"809,980",,,,,0.%,21.25%,21.25%,21.25%,#N/A,0%,0%, -   , -   , -   
,US83067L2088,SKLZ UN,40,SKILLZ INC,6.12,,USD,, New York ,#N/A Field Not Applicable,UN,116 Million,,, 16.00 ,,, 93.92 ,,"59,162",,"357,497",,,39.%,100.%,42.25%,100.%,100.%,0%,0%, 245 , -   , -   
,US34385P1084,LAB US,"3,300",STANDARD BIOTOOLS INC,2.59,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,751 Million,,, 290.12 ,,, 71.97 ,,"1,781,591",,"4,150,118",,,31.53%,52.75%,31.75%,52.75%,84.25%,15%,15%," 8,547 "," 1,282 "," 1,282 "
,JP3398700009,6405 JP,"10,000",SUZUMO MACHINERY CO LTD,1118,,JPY,, Tokyo ,Tokyo Standard,,105 Million,,, 12.96 ,,, 16.65 ,,"17,010",,"128,232",,,9.49%,100.%,21.25%,100.%,100.%,0%,0%," 74,345 ", -   , -   
,US87612E1064,TGT US,190,TARGET CORP,167.59,,USD,, New York ,#N/A Field Not Applicable,UN,"77,375 Million",,, 461.69 ,,, 31.93 ,,"3,884,781",,"583,716,480",,,15.47%,21.25%,21.25%,21.25%,21.25%,75%,75%," 31,842 "," 23,882 "," 23,882 "
,AU000000WBC1,WBC NZ,"2,076",WESTPAC BANKING CORP,28.28,,NZD,, NZX ,#N/A Field Not Applicable,AT,,,," 3,485.93 ",,, 23.72 ,,"21,109",,,,,0.%,21.25%,21.25%,21.25%,#N/A,0%,0%, -   , -   , -   
,US92971A1097,MAPS US,"2,200",WM TECHNOLOGY INC,1.02,,USD,, NASDAQ GS ,#N/A Field Not Applicable,UW,152 Million,,, 93.88 ,,, 97.52 ,,"493,098",,"430,823",,,40.14%,100.%,42.25%,100.%,100.%,0%,0%," 2,244 ", -   , -   
,DE000BASF111,BAS GY,"13,000",BASF SE,49.005,,EUR,, Xetra ,#N/A Field Not Applicable,GY,"45,721 Million",,, 892.52 ,,, 24.28 ,,"2,136,648",,"103,328,087",,,11.99%,21.25%,21.25%,21.25%,21.25%,75%,75%," 691,185 "," 518,389 "," 518,389 "
,GB0030913577,BT/A LN,"930,000",BT GROUP PLC,104.65,,GBp,, London ,#N/A Field Not Applicable,LN,"12,581 Million",,," 9,951.34 ",,, 27.45 ,,"18,531,740",,"24,907,618",,,13.45%,21.25%,21.25%,21.25%,21.25%,75%,75%," 1,235,239 "," 926,429 "," 926,429 "
,DE0005557508,DTE GR,"31,000",DEUTSCHE TELEKOM AG-REG,21.63,,EUR,, Xetra ,#N/A Field Not Applicable,GY,"112,714 Million",,," 4,986.46 ",,, 16.27 ,,"6,325,875",,"146,148,753",,,8.21%,21.25%,21.25%,21.25%,21.25%,75%,75%," 727,493 "," 545,620 "," 545,620 "
,GB00B019KW72,SBRY LN,"200,000",SAINSBURY (J) PLC,250.1,,GBp,, London ,#N/A Field Not Applicable,LN,"7,153 Million",,," 2,369.00 ",,, 21.49 ,,"4,093,623",,"13,332,152",,,10.69%,21.25%,21.25%,21.25%,21.25%,75%,75%," 634,852 "," 476,139 "," 476,139 "
,KYG7785L1023,3822 HK,"88,000",SAM WOO CONSTRUCTION GROUP L,0.036,,HKD,, Hong Kong ,#N/A Field Not Applicable,HK,8 Million,,," 1,680.00 ",,, 60.21 ,,"271,607",,"1,245",,,28.42%,100.%,31.75%,100.%,100.%,0%,0%, 405 , -   , -   
,JP3711200000,8304 JP,"4,000",AOZORA BANK LTD,2489,,JPY,, Tokyo ,Tokyo Prime,,"2,124 Million",,, 118.29 ,,, 40.23 ,,"4,094,845",,"71,901,717",,,19.08%,31.75%,21.25%,31.75%,31.75%,65%,65%," 66,206 "," 43,034 "," 43,034 "
,JP3118000003,7936 JP,"1,000",ASICS CORP,6751,,JPY,, Tokyo ,Tokyo Prime,,"9,340 Million",,, 189.87 ,,, 40.18 ,,"1,518,228",,"57,187,657",,,19.06%,21.25%,21.25%,21.25%,21.25%,75%,75%," 44,893 "," 33,670 "," 33,670 "
